id|question1|question2|answer
63|WHAT ARE THE MAJOR FUNCTIONS OF LAW ? IV. REASONABLENESS : A CUSTOM MUST CONFORM TO THE NORMS OF JUSTICE AND PUBLIC UTILITY. V.||"MORALITY : A CUSTOM WHICH IS IMMORAL OR OPPOSED TO PUBLIC POLICY CANNOT BE A VALID CUSTOM. SOME OF THE MAJOR FUNCTIONS OF LAW ARE LISTED BELOW : B. JUDICIAL PRECEDENT : 1. TO DELIVER JUSTICE. 1. JUDICIAL PRECEDENT REFERS TO PREVIOUSLY DECIDED JUDGMENTS OF THE SUPERIOR 2. TO PROVIDE EQUALITY AND UNIFORMITY. COURTS, SUCH AS THE HIGH COURTS AND THE SUPREME COURT, WHICH JUDGES ARE BOUND TO FOLLOW. 3. TO MAINTAIN IMPARTIALITY. 2. SYSTEM OF JUDICIAL PRECEDENT IS BASED ON THE HIERARCHY OF COURTS. 4. TO MAINTAIN LAW AND ORDER. 5. TO MAINTAIN SOCIAL CONTROL. 3-4P (NCC-SEM-5& 6) BASIC INFORMATION ABOUT LEGAL SYSTEM  3-5P () 3. THIS BINDING CHARACTER OF THE PREVIOUSLY DECIDED CASES IS IMPORTANT, CONSIDERING THE HIERARCHY OF THE COURTS ESTABLISHED BY THE LEGAL SYSTEMS HIERARCHY OF CRIMINAL JUSTICE SYSTEM OF A PARTICULAR COUNTRY. SUPREME COURT 4. IN THE CASE OF INDIA, THIS HIERARCHY HAS BEEN ESTABLISHED BY THE CONSTITUTION OF INDIA. HIGH COURT C. LEGISLATION : 1. THE TERM 'LEGISLATION' IS DERIVED FROM THE LATIN WORD LEGIS WHICH MEANS SESSIONS JUDGE AND ADDITIONAL SESSIONS JUDGE 'LAW' AND LATUM WHICH MEANS ""TO MAKE"". ASSISTANT SESSIONS JUDGE 2. LEGISLATION IS BACKED BY THE AUTHORITY OF THE SOVEREIGN, AND IT IS DIRECTLY ENACTED AND RECOGNISED BY THE STATE. CHIEF JUDICIAL MAGISTRATE CHIEF METROPOLITAN MAGISTRATE 3. THE LEGISLATION IS CONSIDERED AS A PRIMARY SOURCE OF LAW IN INDIA. LEGISLATION HAS A WIDE AMBIT AND IT IS USED TO REGULATE, AUTHORIZE, TO JUDICIAL MAGISTRATE SPECIAL JUDICIAL ENABLE, TO PROVIDE FUNDS, TO PRESCRIBE, TO SANCTION, GRANT, DECLARE OR TO OF THE CLASS MAGISTRATE RESTRICT. FIGURE. 3.4.1. 4. THE LEGISLATURE IS FRAMED BY THE PARLIAMENT IN THE FORM OF NEW ACTS, NEW LAWS, REPEAL AND AMENDMENT OF OLD LAWS. HIERARCHY OF CIVIL JUDICIAL SYSTEM 5. LEGISLATION IS FURTHER DIVIDED INTO TWO PARTS: SUPREME COURT I. SUPREME LEGISLATION : IT IS THE PARENT LAW THAT ORIGINATES FROM THE SOVEREIGN STRENGTH OF THE NATION. IT CANNOT BE REPEALED, ANNULLED OR MANAGED BY OTHER LEGISLATIVE AUTHORITY. HIGH COURT II. SUBORDINATE LEGISLATION : THE SUBORDINATE LEGISLATIONS ARE DEPENDENT ON THE SUPREME LEGISLATION FOR THEIR VALIDITY AND DISTRICT COURT AND ADDITIONAL DISTRICT JUDGES EXISTENCE. SUBORDINATE JUDGE CLASS I"
64|EXPLAIN THE COURT STRUCTURE IN INDIA. SUBORDINATE JUDGE CLASS II||1. COURTS IN INDIA ARE DIVIDED INTO THREE CATEGORIES : THE SUPREME COURT, COURT OF SMALL CAUSES MUNSIFF'S COURT OR COURT HIGH COURTS, AND DISTRICT COURTS. FOR METROPOLITAN CITIES OF SUB JUDGE III CLASS 2. THE DECISIONS GIVEN BY THE SUPREME COURT ARE BINDING ON ALL THE COURTS FIGURE. 3.4.2. THROUGHOUT THE TERRITORY OF INDIA.
65|WHAT DO YOU UNDERSTAND BY THE TERM ACTS OF PARLIAMENT ? 3. WHILE THE DECISION GIVEN BY THE HIGH COURTS ARE BINDING ON THE SUBORDINATE COURTS WITHIN THE JURISDICTION OF THAT PARTICULAR HIGH COURT. 4. FOLLOWING FLOW CHART EXPLAINS THE COURT STRUCTURE IN INDIA :||1. TEXTS OF OF PARLIAMENT, LAW PASSED BY THE LEGISLATIVE BODY OF A ACTS SOMETIMES REFERRED TO AS PRIMARY JURISDICTION LEGISLATION, (OFTEN ARE A PARLIAMENT OR COUNCIL).  BASIC INFORMATION ABOUT LEGAL SYSTEM OF INDIA, LAW & ENGINEERING 3-7P (NCC-SEM-5&6) 3-6P(NCC-SEM-5&6 PARLIAMENT, THROUGH AN ACT OF PARLIAMENT, CAN ALLOW SOMEONE ELSE OR AFTER BOTH HOUSES OF PARLIAMENT PASS A BILL, IT IS PRESENTED TO THE PRESIDENT 11. 2. BODY TO MAKE ENACTMENT. FOR ASSENT. HE/SHE HAS THE RIGHT TO SEEK INFORMATION AND CLARIFICATION SOME PARLIAMENT MAKES THE SYSTEM OF A SPECIFIC FOR THE OR ACT. PARTICULAR LAW ABOUT THE BILL, AND MAY RETURN IT TO PARLIAMENT FOR RECONSIDERATION. 3. AN ACT TENDS OF TO CONTAIN AN OUTLINE OF THE PURPOSE AFTER THE PRESIDENT GIVES ASSENT, THE BILL IS NOTIFIED AS AN ACT. 12. AND THE LEGISLATION BY PARLIAMENT TO THE EXECUTIVE OR ANY WHAT DO YOU MEAN BY THE TERM COMMON LAW ? DOES IT 4. SUBORDINATE, BY DELEGATING IT EMPOWERS DIFFERENT PEOPLE OR BODIES TO INTEGRATE MORE
66|DETAILS TO AN ACT OF PARLIAMENT. APPLY IN INDIA ? 5. PARLIAMENT ALONG THESE LINES LICENSES OTHERS TO MAKE LAWS AND GUIDELINES THE ENACTMENT MADE BY AUTHORIZE PERSON MUST BE MADE AS PER THE THROUGH DELEGATED LEGISLATION.||THE COMMON LAW IS A BODY OF LAW DERIVED FROM JUDICIAL DECISIONS KNOWN 1. 6. REASON SET DOWN IN THE ACT OF PARLIAMENT. AS CASE LAWS, RATHER THAN FROM STATUTES. THE COMMON LAW DERIVED ITS AUTHORITY FROM THE UNIVERSAL CONSENT AND
67|HOW IS A LAW ENACTED IN PARLIAMENT ? 2. PRACTICE OF THE PEOPLE FROM TIME IMMEMORIAL. THIS SYSTEM OF JURISPRUDENCE INITIALLY ORIGINATED IN ENGLAND. 3. COMMON LAW IS UNINTELLIGIBLE UNTIL EXPRESSED IN A JUDGMENT.||THE PROCESS OF LAW ENACTMENT IN PARLIAMENT IS AS FOLLOWS : 4. INCLUDES THOSE RULES OF LAW WHICH DERIVE THEIR AUTHORITY FROM THE 5. THE MINISTRY COMMENTS FROM OTHER MINISTRIES, AND EVEN VETTED BY THE DRAFTS A TEXT OF THE PROPOSED LAW, WHICH IS FROM CALLED THE A PUBLIC. 'BILL', STATEMENT IT OF PRINCIPLES FOUND IN THE DECISIONS OF COURTS. 1. THIS SYSTEM OF LAW INCLUDES TRADITION, CUSTOM AND USAGE, FUNDAMENTAL 6. THE AFTER DRAFT CALLING IS REVISED TO INCORPORATE SUCH INPUTS AND IS THEN PRINCIPLES AND MODES OF REASONING. LAW MINISTRY. 7. YES, THE COMMON LAW IS APPLICABLE IN INDIA. 2. IT IS THEN PRESENTED TO THE CABINET FOR APPROVAL. HOW THE PRINCIPLES TAKEN FROM DECISIONS OF JUDGES AFTER THE CABINET APPROVES THE BILL, IT IS INTRODUCED IN PARLIAMENT.
68|3. IN PARLIAMENT, IT GOES THROUGH THREE READINGS IN BOTH HOUSES. CONSTITUTE BINDING LEGAL RULES ? 5. 4. THE FIRST READING THE BILL IS INTRODUCED. THE INTRODUCTION THE HOUSE. OF A BILL DURING BE OPPOSED AND THE MATTER MAY BE PUT TO A VOTE IN AFTER MAY A BILL HAS BEEN INTRODUCED, THE BILL MAY BE REFERRED EXAMINATION. TO THE CONCERNED||"6. DEPARTMENTALLY RELATED STANDING COMMITTEE FOR THE STANDING COMMITTEE CONSIDERS THE BROAD OBJECTIVES AND THE SPECIFIC ON A JUDGES IN JUDICIAL PRECEDENT, THE DECISION IS TAKEN BY FOLLOWING THE SIMILAR CASES TO TAKE THE DECISION. 2. 7. BILL. IT THEN SUBMITS ITS RECOMMENDATIONS IN THE FORM OF A REPORT CLAUSES OF THE BILL REFERRED TO IT AND MAY INVITE PUBLIC COMMENTS TO 3. SO HAPPENED JUDICIAL DECISION IS BASED ON THE PRINCIPLE OF STARE DECISIS I.E. ""STAND IN THE PAST. BY THE THE REASON WHY A PRECEDENT IS RECOGNIZED IS THAT THE VERDICT DECISION ALREADY MADE"". OF THE PARLIAMENT. 8. IN THE SECOND READING (CONSIDERATION), THE BILL IS ;SCRUTINIZED AMENDED THOROUGHLY. OR 4. EACH CLAUSE OF THE BILL IS DISCUSSED AND MAY BE ACCEPTED, TO JUDICIARY THE USE OF PRECEDENTS HELPS GAIN CONFIDENCE IN THE JUDICIAL IS ASSUMED TO BE CORRECT. THE BILL. HOWEVER, THE GOVERNMENT IS NOT BOUND TO ACCEPT THE COMMITTEE'S REJECTED. THE GOVERNMENT, OR ANY MP, MAY INTRODUCE AMENDMENTS THE LITIGANT 5. FAIR. RECOMMENDATIONS SYSTEM. OF THE JUDICIAL DECISION BECOMES PRECEDENT JUST AND : THERE ARE DURING THE THIRD READING (PASSING), THE HOUSE VOTES ON THE REDRAFTED 6. 9. THE ADMINISTRATION OF DOCTRINE OF JUDICIAL PRECEDENTS: BILL. TWO GENERAL RULES PRINCIPLE THAT APPLY TO THE DOCTRINE OF JUDICIAL 10. IF THE BILL IS PASSED IN ONE HOUSE, IT IS THEN SENT TO THE OTHER HOUSE, WHERE IT GOES THROUGH THE SECOND AND THIRD READINGS.  BASIC INFORMATION ABOUT LEGAL SYSTEM  3-8P () 3-9P(NCC-SEM-5& 6) COURT HIERARCHY IN INDIA: 1. THE FIRST RULE SAYS THAT A COURT WHICH IS LOWER IN A HIERARCHY IS COMPLETELY BOUND BY THE DECISIONS OF COURTS WHICH ARE ABOVE IT. SUPREME COURT OF INDIA 2. THE SECOND RULE STATES THAT HIGHER COURTS ARE BOUND BY THEIR OWN DECISION IN GENERAL IN MATTERS OF RELATED TO PRECEDENCE. HIGH COURT  DISTRICT COURT THE COURT SYSTEM IN INDIA AND FOREIGN COURTIERS (DISTRICT COURT, DISTRICT CONSUMER FORUM, TRIBUNALS, HIGH COURTS, SUPREME COURT). , SUBORDINATE COURTS FIGURE. 3.9.1.  "
69|WRITE A SHORT NOTE ON DISTRICT COURTS IN INDIA.||QUE 3.9.
70|WHAT IS THE GENERAL COURT STRUCTURE AND HIERARCHY IN 1. THE DISTRICT COURTS OF INDIA ARE THE LOCAL DISTRICT COURTS OF THE STATE INDIA ? GOVERNMENTS FOR EVERY DISTRICT OR FOR ONE OR MORE DISTRICTS TOGETHER.||2. THESE COURTS ADMINISTER JUSTICE IN INDIA AT A DISTRICT LEVEL. 1. THE INDIAN JUDICIAL SYSTEM IS A SINGLE INTEGRATED SYSTEM. 3. THE HIGHEST COURT IN EACH DISTRICT IS THAT OF THE DISTRICT AND SESSIONS 2. JUDGE. THE CONSTITUTION OF INDIA DIVIDES THE INDIAN JUDICIARY INTO SUPERIOR JUDICIARY (THE SUPREME COURT AND THE HIGH COURTS) AND THE SUBORDINATE 4. DISTRICT AND SESSIONS JUDGE IS THE PRINCIPAL COURT OF ORIGINAL CIVIL JUDICIARY (THE LOWER COURTS UNDER THE CONTROL OF THE HIGH COURTS). JURISDICTION BESIDES THE HIGH COURT OF THE STATE. 3. THE SUPREME COURT OF INDIA IS THE APEX COURT OF THE COUNTRY. IT IS 5. THE DISTRICT COURT IS ALSO A COURT OF SESSIONS WHEN IT EXERCISES ITS PRESIDED BY THE CHIEF JUSTICE OF INDIA. JURISDICTION ON CRIMINAL MATTERS UNDER THE CODE OF CRIMINAL PROCEDURE. 4. THERE ARE TWENTY-FOUR HIGH COURTS IN THE COUNTRY. 6. THE DISTRICT COURT IS PRESIDED OVER BY ONE DISTRICT JUDGE APPOINTED BY THE 5. EACH STATE HAS ONE HIGH COURT, ALTHOUGH SOME HIGH COURTS HAVE STATE GOVERNOR WITH ON THE ADVICE OF STATE CHIEF JUSTICÉ. JURISDICTION OVER MULTIPLE STATES AND UNION TERRITORIES. FOR EXAMPLE, THE 7. IN ADDITION TO THE DISTRICT JUDGE THERE MAY BE A NUMBER OF ADDITIONAL GUWAHATI HIGH COURT EXERCISES JURISDICTION OVER THE STATES OF ASSAM, DISTRICT JUDGES AND ASSISTANT DISTRICT JUDGES DEPENDING ON THE WORKLOAD. NAGALAND, MIZORAM AND ARUNACHAL PRADESH. 8. THE ADDITIONAL DISTRICT JUDGE AND THE COURT PRESIDED HAVE EQUIVALENT 6. FOR ADMINISTRATIVE CONVENIENCE, STATES ARE FURTHER SUB-DIVIDED INTO JURISDICTION AS THE DISTRICT JUDGE AND HIS DISTRICT COURT. DISTRICTS, EACH OF WHICH HAS ITS OWN DISTRICT COURT. 7. BARRING A FEW STATES, THE ORIGINAL JURISDICTION FOR BOTH CIVIL AND CRIMINAL
71|WRITE A SHORT NOTE ON DISTRICT CONSUMER FORUM IN INDIA. CASES VESTS WITH THE DISTRICT COURT. 8. THE JUDICIAL SYSTEM ALSO CONSISTS OF TRIBUNALS AND COMMISSIONS WHICH ARE||ESTABLISHED UNDER, AND TO DEAL WITH, SPECIFIC STATUTES. 1. TO PROVIDE SIMPLE, SPEEDY AND INEXPENSIVE REDRESSAL OF CONSUMER THE DISPUTES, THE CPA ENVISAGES A 3-TIER QUASI-JUDICIAL MACHINERY AT NATIONAL, STATE AND DISTRICT LEVELS.  3-10P (NCC-SEM-5& 6) BASIC INFORMATION ABOUT LEGAL SYSTEM  2. DISTRICT CONSUMER DISPUTE REDRESSAL FORUM, KNOWN AS DISTRICT FORUM, DEALS WITH COMPLAINTS INVOLVING COSTS AND COMPENSATION LESS THAN RS.
72|WHAT DO YOU UNDERSTAND BY THE TERM TRIBUNALS ? TWENTY LAKH. IS THE NEED OF TRIBUNAL ? WHAT 3. CONSUMERS CAN FILE DIFFERENT TYPES OF COMPLAINTS DEPENDING ON THEIR SPECIFIC GRIEVANCE BY VISITING THE CONSUMER COURT AT THE DISTRICT LEVEL||ALONG WITH THE DOCUMENTS REQUIRED FOR FILING THE COMPLAINT. FOLLOWING IS A LIST OF DOCUMENTS THAT THE PROSPECTIVE COMPLAINANTS NEED 1. TRIBUNAL IS A QUASI-JUDICIAL INSTITUTION THAT IS SET UP TO DEAL WITH PROBLEMS 4. SUCH AS RESOLVING ADMINISTRATIVE OR TAX-RELATED DISPUTES. TO CARRY WITH THEM TO THE CONSUMER COURT AT THE TIME OF FILING THE 2. A TRIBUNAL, GENERALLY, IS ANY PERSON OR INSTITUTION HAVING AN AUTHORITY TO COMPLAINT JUDGE, ADJUDICATE ON, OR TO DETERMINE CLAIMS OR DISPUTES. A. CONSUMER CASE (CC) : 3. TRIBUNALS WERE NOT PART OF THE ORIGINAL CONSTITUTION; IT WAS INCORPORATED I. FEE FOR MAKING COMPLAINANT, IN THE INDIAN CONSTITUTION BY 42ND AMENDMENT ACT, 1976. II. COMPLAINT WITH AFFIDAVIT, 4. IT PERFORMS A NUMBER OF FUNCTIONS LIKE : III. SUPPORTING DOCUMENTS IN FAVOUR OF THE COMPLAINT E.G., RECEIPT, I. ADJUDICATING DISPUTES, VOUCHER ETC. II. DETERMINING RIGHTS BETWEEN CONTESTING PARTIES, IV. LIMITATIONS, IF ANY (2 YEARS FROM CAUSE OF ACTION) III. MAKING AN ADMINISTRATIVE DECISION, V. INDEX IV. REVIEWING AN EXISTING ADMINISTRATIVE DECISION AND SO FORTH. B. MISCELLANEOUS APPLICATION (MA): NEED OF TRIBUNAL: I. MISCELLANEOUS APPLICATION WITH AFFIDAVIT 1. TO OVERCOME THE SITUATION THAT AROSE DUE TO THE PENDENCY OF CASES IN II. SUPPORTING DOCUMENTS IN FAVOUR OF MISCELLANEOUS APPLICATION VARIOUS COURTS. 2. THE TRIBUNALS PERFORM AN IMPORTANT AND SPECIALISED ROLE IN JUSTICE III. INDEX MECHANISM. C. CRIMINAL PETITION (CP) : THEY TAKE A LOAD OFF THE ALREADY OVERBURDENED COURTS. I. INDEX 3. 4. THEY HEAR DISPUTES RELATED TO THE ENVIRONMENT, ARMED FORCES, TAX AND D. INTERLOCUTORY APPLICATION (IA) : ADMINISTRATIVE ISSUES. I. II. SUPPORTING DOCUMENTS IN FAVOUR OF THE COMPLAINT E.G., RECEIPT, COMPLAINT WITH AFFIDAVIT
73|WRITE A SHORT NOTE ON HIGH COURTS IN INDIA. VOUCHER ETC. III. LIMITATIONS, IF ANY (2 YEARS FROM CAUSE OF ACTION)||JUDICIAL COURT IN A STATE IS THE HIGH COURT. COURT IV. FEE FOR MAKING COMPLAINT 2. 1. THE IT IS HIGHEST TERMED AS THE SECOND-HIGHEST IN THE COUNTRY AFTER SUPREME V. INDEX OF E. EXECUTION APPLICATION (EA) : 3. CURRENTLY, OF INDIA. INDIA HAS 25 HIGH COURTS ESTABLISHED IN DIFFERENT STATES I. EXECUTION APPLICATION WITH AFFIDAVIT THE COUNTRY. II. CERTIFIED COPY OF IMPUGNED ORDER(S) 4. THE JURISDICTIONS OF A HIGH COURT ARE : III. LIMITATIONS, IF ANY I. ORIGINAL JURISDICTION IV. INDEX II. POWER OF SUPERINTENDENCE III. COURT OF RECORD  3-12P (NCC-SEM-5& 6) BASIC INFORMATION ABOUT LEGAL SYSTEM  IV. APPELLATE JURISDICTION 5. COURTS AND WRIT PETITIONS IN TERMS OF ARTICLES 226 AND 227 OF THE THE WORK OF MOST HIGH COURTS PRIMARILY CONSISTS OF APPEALS FROM LOWER
74|CONSTITUTION. MENTION TYPES ARBITRATION. WHAT OF DO YOU UNDERSTAND BY THE TERM ARBITRATION ? ALSO WRITE A SHORT NOTE ON SUPREME COURT OF INDIA.||QUE 3.14.
75|1.||INSTEAD OF CARRYING IT TO NORMAL COURT. ADVERSARIAL, AND MORE FLEXIBLE FORUM AND ABIDING DISPUTES TO A LESS ARBITRATION LESS IS A FORMAL PRIVATE ARRANGEMENT OF TAKING BY JUDGMENT, 1. THE SUPREME COURT OF INDIA IS THE COUNTRY'S HIGHEST JUDICIAL COURT. ITIA 2. ARBITRATION CAN BE CHOSEN BY THE PARTIES EITHER BY WAY OF AN AGREEMENT THE FINAL COURT OF APPEAL IN THE COUNTRY. OR THROUGH THE REFERENCE OF THE COURT. 2. THE CHIEF JUSTICE OF INDIA IS THE HEAD AND CHIEF JUDGE OF THE SUPREME 3. THE PARTIES IN ARBITRATION SELECT A AQUALIFIED EXPERT KNOWN AS AN ARBITRATOR. COURT AND THE COURT CONSISTS OF A MAXIMUM OF 34 JUDGES. 4. THE PROCESS OF DISPUTE RESOLUTION THROUGH ARBITRATION IS CONFIDENTIAL. 3. IT TAKES UP APPEALS AGAINST THE VERDICTS OF THE HIGH COURTS, OTHER COURTS 5. THE DECISION RENDERED BY AN ARBITRATOR IS KNOWN AS AN ARBITRAL AWARD. AND TRIBUNALS. 6. THE ARBITRAL AWARD IS BINDING ON THE DISPUTING PARTIES. 4. IT SETTLES DISPUTES BETWEEN VARIOUS GOVERNMENT AUTHORITIES, BETWEEN 7. ONCE AN ARBITRAL AWARD IS RENDERED, IT IS RECOGNISED AND ENFORCED AKIN TO STATE GOVERNMENTS, AND BETWEEN THE CENTRE AND ANY STATE GOVERNMENT. A COURT PRONOUNCED JUDGMENT. 5. IT ALSO HEARS MATTERS WHICH THE PRESIDENT REFERS TO IT, IN ITS ADVISORY ROLE. TYPES OF ARBITRATION : 6. THE LAW THAT SUPREME COURT DECLARES IS BINDING ON ALL THE COURTS IN INDIA 1. DOMESTIC ARBITRATION: AN ARBITRATION WITH INDIAN PARTIES, WHERE THE AND ON THE UNION AS WELL AS THE STATE GOVERNMENTS. PLACE OF ARBITRATION IS IN INDIA AND RULES APPLICABLE ARE INDIAN. 7. THE JURISDICTION OF THE SC IS OF THREE TYPES: 2. FOREIGN ARBITRATION : AN ARBITRATION WHERE PROCEEDINGS ARE CONDUCTED I. ORIGINAL OUTSIDE INDIA AND THE AWARD NEEDS TO BE ENFORCED IN INDIA. II. APPELLATE 3. AD-HOC ARBITRATION : AN ARBITRATION WHICH IS GOVERNED BY PARTIES THEMSELVES. III. ADVISORY 4. INSTITUTIONAL ARBITRATION : AN ARBITRATION WHERE PARTIES SELECT A 8. SUPREME COURT UPHOLDS THE RULE OF LAW AND ALSO GUARANTEES AND PROTECTS PARTICULAR INSTITUTION. THIS INSTITUTION IN TURN SELECTS AN ARBITRATOR AND CITIZENS' RIGHTS AND LIBERTIES AS GIVEN IN THE CONSTITUTION. THEREFORE, THE LAY OUT THE RULES APPLICABLE TO ARBITRATION. SUPREME COURT IS ALSO KNOWN AS THE GUARDIAN OF THE CONSTITUTION. 5. STATUTORY ARBITRATION : AN ARBITRATION WHICH IS MANDATORILY IMPOSED ON THE PARTIES BY OPERATION OF A PARTICULAR LAW OR STATUTE, APPLICABLE TO  THEM. ARBITRATION, CONTRACT LAW, TORT, LAW AT WORKPLACE. 6. INTERNATIONAL COMMERCIAL ARBITRATION : AN ARBITRATION IN WHICH AT-LEAST ONE OF THE DISPUTING PARTIES IS A RESIDENT OF A COUNTRY OTHER THAN INDIA. 
76|DESCRIBE RIGHTS AND DUTIES OF ARBITRATORS. ||1. AN ARBITRATOR MUST ACCEPT HIS APPOINTMENT IN WRITING. SUCH ACCEPTANCE MAY BE MADE BY SIGNING THE ARBITRATION AGREEMENT.  BASIC INFORMATION ABOUT LEGAL 3-14P ()  2. ARBITRATOR MUST CONDUCT THE ARBITRATION WITH AVOID DUE EXPEDITIOUSNESS ESSENTIAL ELEMENTS OF A CONTRACT: AND AN UNDERTAKE MEASURES ON TIME IN ORDER TO ANY DELAY OF THE OFFER/PROPOSAL AND ACCEPTANCE: 1. PROCEEDINGS. UNLESS AGREED OTHERWISE, THE PARTIES MAY DISCHARGE BY THEIR CONSENT AN I. DO CERTAIN THINGS, IT IS CALLED AN OFFER. WHEN ONE PERSON SIGNIFIES TO ANOTHER HIS WILLINGNESS TO DO OR NOT TO 3. ARBITRATOR THAT FAILS TO PERFORM HIS DUTIES, OR DOES NOT PERFORM THEM IN A II. THE PERSON MAKING THE PROPOSAL OR OFFER IS CALLED THE OFFEROR AND TIMELY MANNER. THE PERSON TO WHOM THE OFFER IS MADE IS CALLED THE OFFEREE. 4. AN ARBITRATOR HAS THE RIGHT TO REIMBURSEMENT OF EXPENSES AND A FEE FOR THE WORK COMPLETED, UNLESS HE HAS WAIVED THESE RIGHTS IN WRITING. III. THE OFFER GIVEN MUST BE WITH AN INTENTION TO CREATE A LEGAL RELATIONSHIP. 5. IF ARBITRATOR HAS DETERMINED THE AMOUNT OF HIS OWN EXPENSES AND FEES, AN HIS DECISION DOES NOT BIND THE PARTIES UNLESS THEY ACCEPT IT. 2. CONSIDERATION : I. CONSIDERATION MEANS 'SOMETHING IN RETURN' FOR THE OFFER.
77|DESCRIBE ARBITRATION AND CONCILIATION ACT OF 1996. II. CONSIDERATION CAN BE IN THE NATURE OF AN ACT OR FORBEARANCE. III. THE GENERAL RULE IS THAT, AN AGREEMENT WITHOUT CONSIDERATION IS VOID AND NOT ENFORCEABLE BY LAW BECAUSE IN SUCH CASES, ONE PARTY IS||GETTING SOMETHING FROM THE OTHER WITHOUT GIVING ANYTHING TO THE 1. THE ARBITRATION AND CONCILIATION ACT OF 1996 IS THE RELEVANT LEGISLATION OTHER. THAT GOVERNS THE PROCESS OF ARBITRATION IN INDIA. IV. THERE SHOULD ALWAYS BE A MUTUAL CONSIDERATION IN OTHER WORDS, THE STATUTE PROVIDES FOR AN ELABORATE CODIFIED RECOGNITION OF THE CONCEPT EACH PARTY MUST GIVE AND ALSO TAKE. 2. OF ARBITRATION. 3. CAPACITY TO CONTRACT : 3. THE INDIAN ARBITRATION AND CONCILIATION ACT OF 1996 IS MODELLED ON THE I. ANY PERSON WHO IS A MAJOR, I.E., ABOVE 18 YEARS OF AGE, IS COMPETENT UNITED NATIONS COMMISSION ON INTERNATIONAL TRADE LAW (UNCITRAL). TO ENTER INTO A CONTRACT AND MINORS ARE NOT COMPETENT TO ENTER INTO THE ARBITRATION AND CONCILIATION ACT, 1996 HAS USHERED A NEW ERA OF A CONTRACT. 4. DISPUTE RESOLUTION FOR DOMESTIC AND COMMERCIAL LEGAL ISSUES. II. A PERSON SHOULD ALSO HAVE A SOUND MIND AND SHOULD NOT BE 5. THE ARBITRATION AND CONCILIATION ACT, 1996 WAS INTRODUCED IN ORDER TO DISQUALIFIED BY ANY LAW IN FORCE. ATTRACT THE 'INTERNATIONAL MERCANTILE COMMUNITY'. 4. CONSENT : I. WHEN TWO PERSONS AGREE ON THE SAME THING IN THE SAME SENSE, IT IS
