id|question1|question2|answer
94|ANY ONE OF THEM.|THE UPPER SURFACE OF THE ZONE OF SATURATION). II. CONTACT SPRINGS (PERMEABLE WATER-BEARING STRATA OVERLYING RELATIVELY IMPERMEABLE STRATA). QUE 5.15. WHAT ARE THE SURFACE GEOPHYSICAL TECHNIQUES AND EXPLAIN ANY ONE OF THEM. 10|FOLLOWING ARE THE VARIOUS SURFACE GEOPHYSICAL TECHNIQUES :
95|THE RESISTIVITY OF SAMPLE OF FORMATION WATER REDUCED TO A STANDARD TEMPERATURE OF 27 °C IS 15.2 OHM-M. IF THE FORMATION RESISTIVITY READ FROM THE ELECTRIC LOG IS 131 OHM-M, DETERMINE THE EFFECTIVE POROSITY OF THE FORMATION. ASSUME CEMENTATION FACTOR OF 2 IN THE ARCHIE'S FORMULA. 10||GIVEN : RESISTIVITY OF THE ROCK, R0 = 131 OHM-M, RESISTIVITY OF THE SATURATING FLUID, R_ = 15.2 OHM-M, CEMENTATION FACTOR, M = 2. TO FIND: : EFFECTIVE POROSITY OF FORMATION. F = = 1 ASSUMING RO= R, = 131 1 15.2 = 62 = 15.2 $ = 0.34063 131 EFFECTIVE POROSITY, 6 = 34.063 %  ARTIFICIAL DISCHARGE AND RECHARGE OF GROUND WATER, ROOFTOP RAINWATER HARVESTING AND RECHARGE.  
96|WHAT IS RECHARGE ? ALSO, EXPLAIN ITS CLASSIFICATION.  ENGG HYDROLOGY & GROUND WATER MGMT. 5-25 C (CE-SEM-8)||A. RECHARGE : I. ADDITION OF SURFACE WATER TO ZONE OF SATURATION IS KNOWN AS RECHARGE. II. RECHARGE TAKING PLACE NATURALLY AS A PART OF HYDROLOGIC CYCLE IS CALLED NATURAL RECHARGE WHILE THE PROCESS OF INCREASING INFILTRATION OF SURFACE WATER TO GROUNDWATER SYSTEMS BY ALTERING NATURAL CONDITIONS IS KNOWN AS ARTIFICIAL RECHARGE. B. TYPES : FOLLOWING ARE THE TWO TYPES OF RECHARGE : 1. NATURAL RECHARGE : I. THE AMOUNT OF PRECIPITATION THAT INFILTRATES INTO THE SOIL AND REACHES THE ZONE OF SATURATION IS AN IMPORTANT COMPONENT OF NATURAL RECHARGE. II. SEEPAGE FROM IRRIGATED LANDS IS ANOTHER IMPORTANT COMPONENT OF RECHARGE OF GROUNDWATER. III. IN THIS PROCESS, THE INFILTRATION PHASE IS NATURAL WHILE THE SUPPLY OF WATER TO THE IRRIGATED LANDS IS THROUGH ARTIFICIAL MEANS AND AS SUCH IT IS SOMETIMES CALLED INCIDENTAL RECHARGE. IV. OTHER MEANS OF NATURAL RECHARGE ARE SEEPAGE FROM RESERVOIRS; RIVERS, STREAMS AND CANALS, AND OTHER WATER BODIES. 2 ARTIFICIAL RECHARGE : I. THE PROCESS OF ARTIFICIALLY ENHANCING THE AMOUNT OF WATER RECHARGING THE AQUIFER IN A GIVEN LOCATION IS KNOWN AS ARTIFICIAL RECHARGE. II. IN THE FACE OF PRESENT-DAY LARGE DEMANDS FOR GROUNDWATER, ARTIFICIAL RECHARGE IS RESORTED TO : A. CONSERVE RUNOFF. B. IMPROVE QUANTITY OF AVAILABLE GROUNDWATER. C. REDUCE OR CORRECT SALTWATER INTRUSION.
97|WHAT IS MEANT BY ARTIFICIAL RECHARGE OF GROUND WATER ? ENUMERATE THE VARIOUS METHODS USED FOR THIS PURPOSE AND EXPLAIN THE RECHARGE WELL METHOD IN DETAIL. 2013-14. 10|WHAT IS THE CONCEPT OF ARTIFICIAL RECHARGE OF GROUND WATER ? 10|A. ARTIFICIAL GROUNDWATER RECHARGE : REFER Q. 5.17, PAGE 5-34C, UNIT-5. B. METHODS OF ARTIFICIAL RECHARGE : FOLLOWING ARE THE VARIOUS METHODS OF ARTIFICIAL RECHARGE : 1. BASIN METHOD. 2. STREM-CHANNEL METHOD. 3. DITEH-AND-FURROW METHOD. 4. FLOODING METHOD. 5. IRRIGATION METHOD. 6. PIT METHOD.  5-26 C (CE-SEM-8) GROUNDWATER QUALITY AND MODALS 7. RECHARGE WELL METHOD. RECHARGE WELL METHOD : I. A RECHARGE WELL MAY BE DEFINED AS A WELL THAT ADMITS WATER FROM THE SURFACE TO FRESHWATER AQUIFERS. II. ITS FLOW IS THE REVERSE OF A PUMPING WELL, BUT ITS CONSTRUCTION MAY OR MAY NOT BE THE SAME. III. WELL RECHARGING IS PRACTICAL WHERE DEEP, CONFINED AQUIFERS MUST BE RECHARGED. OR WHERE ECONOMY OF SPACE, SUCH AS IN URBAN AREAS, IS AN IMPORTANT CONSIDERATION. IV. IF WATER IS ADMITTED INTO A WELL, A CONE OF RECHARGE WILL BE FORMED THAT IS SIMILAR IN SHAPE BUT IS THE REVERSE OF A CONE OF DEPRESSION SURROUNDING A PUMPING WELL. V. THE EQUATION FOR THE CURVE CAN BE DERIVED IN A SIMILAR MANNER TO THAT FOR A PUMPING WELL. VI. FOR A CONFINED AQUIFER WITH WATER BEING RECHARGED INTO A COMPLETELY PENETRATING WELL AT A RATE QR. THE APPROXIMATE STEADY-STATE EXPRESSION IS APPLICABLE AS SHOWN IN FIGURE. 5.18.1(A). = (5.18.1) FOR A RECHARGE WELL PENETRATING AN UNCONFINED AQUIFER (5.18.2) VII. BY COMPARING THE DISCHARGE EQUATIONS FOR PUMPING AND RECHARGE WELLS, IT MIGHT BE ANTICIPATED THAT THE RECHARGE CAPACITY WOULD EQUAL THE PUMPING CAPACITY OF A WELL IF THE RECHARGE CONE HAS DIMENSIONS EQUIVALENT TO THE CONE OF DEPRESSION. QR PR GROUND SURFACE GROUND SURFACE 2 2R W E PIEZOMETRIC SURFACE WATER TABLE RO TH HO H UNCONFINED W CONFINED HO B AQUIFER AQUIFER (A) CONFINED AQUIFERS (B) UNCONFINED AQUIFERS FIGURE. 5.18.1. RADIAL FLOW FROM RECHARGE WELLS PENETRATING VIII. FIELD MEASUREMENTS, HOWEVER, RARELY SUPPORT THIS REASONING, RECHARGE RATES SELDOM EQUAL PUMPING RATES. THE DIFFICULTY LIES IN THE FACT THAT PUMPING AND RECHARGING, DIFFER BY MORE THAN A SIMPLE CHANGE OF FLOW DIRECTION.
98|WHAT IS SOIL AQUIFER TREATMENT (SAT) AND HOW IT WORKS ? -10  ENGG HYDROLOGY & GROUND WATER MGMT. 5-27 C (CE-SEM-8)||A. SOIL AQUIFER TREATMENT : 1. SOIL AQUIFER TREATMENT (SAT) IS AN ARTIFICIAL GROUND WATER AQUIFER RECHARGE. 2. WATER IS INTRODUCED INTO THE GROUNDWATER THROUGH SOIL PERCOLATION UNDER CONTROLLED CONDITIONS. 3. SOIL AQUIFER TREATMENT IS EITHER USED TO ARTIFICIALLY AUGMENT THE GROUNDWATER IN ORDER TO WITHDRAW FRESHWATER AGAIN AT ALTER STAGE OR AS A BARRIER TO PREVENT SALTWATER OR CONTAMINANTS FROM ENTERING THE AQUIFER. 4. DURING PERCOLATION, NATURAL SOIL FILTRATION OCCURS AND THE WATER ENTERS THE AQUIFER WHERE MIXING AND POSSIBLY SOME OTHER PHYSICAL AND CHEMICAL REACTIONS MAY OCCUR. 5. THIS METHOD CAN BE USED WITH RECLAIMED WATER (TREATED BLACKWATER) OR RELATIVELY LITTLE POLLUTED WATER. B. WORKING OF SAT : 1. SAT IS THE METHOD USED TO RECHARGE GROUNDWATER AQUIFERS FROM THE SURFACE OR FROM BELOW THE SURFACE. 2. TYPICALLY, SAT IS USED TO ENTER EITHER STORM WATER OR PRE-TREATED WASTEWATER THROUGH A RECHARGE BASIN OR AN INJECTION WELL. 3. AS THE EFFLUENT MOVES THROUGH THE SOIL AND THE AQUIFER, IT CAN UNDERGO SIGNIFICANT QUALITY IMPROVEMENTS THROUGH PHYSICAL, CHEMICAL AND BIOLOGICAL PROCESSES. 4. THE WATER IS STORED IN THE UNDERLYING UNCONFINED AQUIFER GENERALLY
99|WHAT IS MEANT BY ARTIFICIAL RECHARGE AND DISCHARGE OF GROUNDWATER ? EXPLAIN IN DETAIL. 10||A. ARTIFICIAL RECHARGE : REFER Q. 5.17, PAGE 5-24C, UNIT-5. B. ARTIFICIAL DISCHARGE : 1. DISCHARGE REPRESENTS THE UPWARD OUTFLOW OF GROUNDWATER FROM THE SUBSURFACE THAT OCCURS NATURALLY OR AS THE RESULT OF HUMAN ACTIVITY, NOTABLY WELL PUMPING. WELL PUMPING IS ARTIFICIAL DISCHARGE OF GROUNDWATER.  5-2SC(CE-SEM-S) GROUNDWATER QUALITY AND 2 DURING WATER PUMPING. WATER IS REMOVED FROM THE AQUIFER SURROUNDING THE WELL AND THE PIEZOMETRIC SURFACE DECREASES. 3. THE GROUNDWATER WITHIN THE INFLUENCE OF THE PUMP FLOWS TOWARD THE WELL FROM EVERY DIRECTION. INSTEAD OF MOVING TOWARD THE NATURAL DISCHARGE AREA. 4 DRAWDOWN IS DEFINED AS THE DISTANCE BY WHICH THE PIEZOMETRIC SURFACE 15 LOWERED THUS. ONE OF THE GOALS OF GROUNDWATER RESOURCE STUDY IS TO PREDICT HVDRAULIC-HEAD DRAWDOWNS IN AQUIFERS UNDER PROPOSED PUMPING SCHEMES. 5 THE PUMPING WELL CREATES AN ARTIFICIAL DISCHARGE AREA BY DRAWING DOWN (LOWERING) THE WATER TABLE AROUND THE WELL. THE CONE OF DEPRESSION IS ATTRIBUTED TO A CONICAL-SHAPED DEPRESSION OF THE WATER TABLE AROUND A PUMPING WELL CAUSED BY THE WITHDRAWAL OF WATER, A VALLEY IN THE WATER TABLE. 6. THE INITIAL DISCHARGE DERIVED FROM CASING STORAGE AND AQUIFER STORAGE IMMEDIATELY SURROUNDING THE WELL WHEN WATER PUMPED FROM A WELL IS SHOWN IN FIGURE. 5.20.1. ORIGINAL WATER TABLE FLOW LINE (A) - (B) ORIGINAL WATER TABLE DEPRESSED FLOW LINE (CLY ORIGINAL WATER TABLE CONE OF DEPRESSION FIGURE. 5.20.1. DEVELOPMENT OF FLOW DISTRIBUTION ABOUT A DISCHARGING WELL IN AN UNCONFINED AQUIFER : (A) INITIAL STAGE, (B) INTERMEDIATE STAGE, AND (C) STEADY. STATE STAGE.
100|DEFINE SAR AND GIVE SAR BASED CLASSIFICATION OF GROUNDWATER. WRITE ABOUT THE CATCHMENT OR WATERSHED MODEL APPROACH TO THE COMPUTATION OF RECHARGE.  ENGG HYDROLOGY & GROUND WATER MGMT. 5-29C1CE-SEM-8)||A. SODIUM ABSORPTION RATIO (SAR) : 1. IT IS A MEASURE OF THE SUITABILITY OF WATER FOR USE IN AGRICULTURAL IRRIGATION, AS DETERMINED BY THE CONCENTRATIONS OF SOLIDS DISSOLVED IN THE WATER. 2. THE FORMULA FOR CALCULATING SODIUM ADSORPTION RATIO IS : NA* SAR = 1 2 B. CLASSIFICATION : BASED ON SAR VALUE, WATER IS CLASSIFIED INTO FOUR TYPES : S. NO. TYPES OF WATER SUITABILITY 1. LOW SODIUM WATER (S1) SAR : SUITABLE FOR ALL TYPES OF CROPS AND O TO 10 ALL TYPES OF SOILS, EXCEPT FOR THOSE CROPS WHICH ARE HIGHLY SENSITIVE TO SODIUM. 2. MEDIUM SODIUM WATER (S2) SUITABLE FOR COARSE TEXTURED OF SAR : 10 TO 18 ORGANIC SOIL WITH GOOD PERMEABILITY RELATIVELY UNSUITABLE IN FINE TEXURED SOILS. 3. HIGH SODIUM WATER (S3) SAR : HARMFUL FOR ALMOST ALL TYPES OF 18 TO 26 SOIL. REQUIRES GOOD DRAINAGE. HIGH LEACHING, GYPSUM ADDITION. 4. VERY HIGH SODIUM WATER (S4) UNSUITABLE FOR IRRIGATION. SAR : ABOVE 26. C. CATCHMENT APPROACH TO THE COMPUTATION OF RECHARGE = 1. THIS METHOD ESTIMATES THE BALANCE BETWEEN THE INFLOW AND OUSFLOW OF WATER. HERE, THE VOLUME OF WATER REQUIRED TO SATURATE THE SOIL IS EXPRESSED AS AN EQUIVALENT DEPTH OF WATER AND IS CALLED SOIL WATER DEFICIT. 2. THE SOIL WATER BALANCE CAN BE REPRESENTED BY, RI = P - EA +AW-RO WHERE, R1 = RECHARGE. P = PRECIPITATION. EA = ACTUAL EVAPOTRANSPIRATION, AW = CHANGE IN SOIL WATER STORAGE. RD = RUNOFF. 3. WHEN APPLYING THIS METHOD TO ESTIMATE THE RECHARGE FOR A CATCHMENT AREA, THE CALCULATION IS TO BE REPEATED FOR AREAS WITH DIFFERENT PRECIPITATION, EVAPOTRANSPIRATION, CROPTYPE AND SOIL TYPE.  5-30 C (CE-SEM-S) GROUNDWATER QUALITY AND MODALS
101|ENUMERATE THE COMPONENTS OF GROUNDWATER DISCHARGE AND COMMENT ON THE EQUATIONS USED FOR COMPUTING THE GROUND WATER DISCHARGE.||A COMPONENTS OF GROUNDWATER DISCHARGE : FOLLOWING ARE THE VARIOUS COMPONENTS OF GROUNDWATER DISCHARGE : 1 SEEPAGE. 2 SPRING. 3. PIANT UPTAKE. 4. EVAPORATION. 5. OCEANS, ETC. B. EQUATIONS : 1. DISCHARGE EQUATION FOR UNCONFINED AQUIFER IS GIVEN BY, Q = - H2) 1.36 K(H² LOG, 10 (R/R) 2 DISCHARGE EQUATION FOR CONFINED AQUIFER IS GIVEN BY, Q = LOG 2.72 10 WHERE, T = COEFFICIENT OF TRANSMISSIBILITY = BK. S = DRAWDOWN AT THE WELL. R = RADIUS OF THE WELL. * = COEFFICIENT OF PERMEABILITY. H = THICKNESS OF UNCONFINED AQUIFIER. R = RADIUS OF ZERO DRAWDOWN CURVE. 6 = THICKNESS OF CONFINED AQUIFIER.
102|DEFINE WATER HARVESTING. ALSO CLASSIFY IT.|RAIN WATER HARVESTING : NEED AND METHODS.|A. WATER HARVESTING : WATER HARVESTING IS DEFINED AS THE PROCESS OF COLLECTING AND CONCENTRATING RUNOFF WATER FROM A RUNOFF AREA INTO A RUN- ON-AREA, WHERE THE COLLECTED WATER IS EITHER DIRECTLY APPLIED TO THE CROPPING AREA AND STORED IN THE SOIL PROFILE FOR IMMEDIATE USE BY THE CROP, I.E., RUNOFF FARMING, OR STORED IN AN ON-FARM WATER RESERVOIR FOR FUTURE PRODUCTIVE USES, I.E., DOMESTIC USE, LIVESTOCK WATERING, AQUACULTURE AND IRRIGATION.  ENGG HYDROLOGY & GROUND WATER MGMT. 5-31C(CESEM-8) B. CLASSIFICATION : WATER HARVESTING RAIN WATER HARVESTING FLOOD WATER HARVESTING ROOF WATER HARVESTING OF SMALL WITH WITHOUT HARVESTING GROUND AREA SURFACE STORAGE STORAGE FIGURE. 5.23.1. C. NEEDS : FOLLOWING ARE THE NEEDS OF HARVESTING : 1. TO ARREST GROUNDWATER DECLINE AND AUGMENT GROUNDWATER TABLE. 2. TO BENEFICIATE WATER QUALITY IN AQUIFERS. 3. TO CONSERVE SURFACE WATER RUNOFF DURING MONSOON. 4. TO REDUCE SOIL EROSION. 5. TO INCULCATE A CULTURE OF WATER CONSERVATION. D. RAIN WATER HARVESTING METHODS : FOLLOWING ARE THE METHODS OF HARVESTING : 1. IN URBAN AREAS : FROM ROOF TOPS AND TERRACES, WATER IS BROUGHT DOWN IN PVC PIPES AND DIRECTED TO A SUMP, OR AN EXISTING OLD WELL. OR A BABY WELL, ABOUT 0.6 M IN A DIAMETER AND 5 M DEEP. 2 IN RURAL AREAS : I. COMMUNITY WELLS ARE CONSTRUCTED AT A FEW PLACES IN A VILLAGE. WITHIN 3 TO 6 M FROM THIS WELL, A BORE WELL WITH A HAND-OPERATED PUMP IS CONSTRUCTED THE AREA AROUND THE WELL AND THE BORE WELL MUST BE KEPT CLEAN : NO WASHING (HUMAN, CATTLE, CLOTHES AND VEHICLES). II. IF THERE ARE EXISTING WATER TANKS IN THE VILLAGE, THEY SHOULD BE DESILTED AND DREDGED EVERY THREE YEARS. III. IF THERE ARE ANY SMALL RIVERS OR STREAM, A SERIES OF CHECK DAMS CAN BE BUILT ACROSS THEM TO STORE WATER SO THAT THIS STORED WATER CAN BE LATER USED.
103|DEFINE ROOF TOP WATER HARVESTING. OS||ROOF TOP WATER HARVESTING : 1. THE PRODUCTIVE UTILIZATION OF RAINWATER FALLING ON ROOF TOPS OF STRUCTURES IS KNOWN AS ROOF TOP WATER HARVESTING (RTWH).  5-32 (CE-SEM-8) GROUNDWATER QUALITY AND MODALA 2 IN URBAN AREAS, THE ROOF TOPS ARE USUALLY IMPERVIOUS AND OCCUPY CONSIDERABLE LAND AREA. ALSO, GENERALLY THE MUNICIPAL WATER SUPPLY IN LIKELY TO BE INADEQUATE. INEFFICIENT OR UNSUITABLE. IN SUCH SITUATION, COLLECTION OF RUNOFF FROM ROOF TOPS OF INDIVIDUAL STRUCTURES AND STORING THAN FOR LATER USE HAS BEEN FOUND TO BE VERY ATTRACTIVE AND ECONOMICAL PROPOSITION IN MANY CASES. 3 IN ADEQUARY OF WATER AVAILABILITY AND COST OF SUPPLY HAS MADE MANY INDUSTRIES AND LARGE INSTITUTIONS IN URBAN AREAS SITUATIONS IN ARID AND SEMI-ARID REGIONS TO ADOPT RTWH SYSTEMS IN A BIG WAY. 4 FACTORS LIKE WATER QUALITY, METHODS FOR EFFICIENT AND ECONOMICAL COLLECTION AND STORAGE ARE SOME FACTORS THAT HAVE TO BE WORKED OUT IN DESIGNING AN EFFICIENT SYSTEM TO MEET SPECIFIC NEEDS. 5. THE COST OF ADEQUATE SIZE STORAGE IS, GENERALLY, A CONSTRAINT IN ECONOMICAL RTWH DESIGN. E IN MANY CASES. WATER COLLECTED FROM ROOF TOP IS USED FOR RECHARGING THE WATER CHARACTERISTICS OF THE RAINFALL AT THE PLACE, SUCH AS INTENSITY, NATURE OF THE RAINFALL SEASON, AVERAGE NUMBER OF RAINY DAYS, THE DESIGN OF THE RTWH DESIGN.
104|HARVESTING 10||METHODS: BROADLY THERE ARE TWO WAYS OF HARVESTING RAINWATER: A SURFACE RUNOFF HARVESTING : IN URBAN AREA RAINWATER FLOWS AWAY AS SURFACE RUNOFI THIS RUNOFF COULD BE CAUGHT AND USED FOR RECHARGING AQUIFERS BY ADOPTING APPROPRIATE METHODS. B. BOST TOP RAINWATER HARVESTING: I IT IS E SYSTECT OF CATCHING RAINWATER WHERE IT FALLS. IN ROOF TOP HARVESTING THE ROOF ASSESS THE CATCHMENTS, AND THE RAINWATER IS COLLECTED FROM THE ROOF OF THE E IT W EITHER IS SURED IN A TANK OR DIVERTED TO ARTIFICIAL RECHARGE SYSTEM THIS METHOD IS BAS EXPENSIVE AND VERY EFFECTIVE AND IF IMPLEMENTED BELPS IN AUGMENTING THE GROUND WATER LEVEL OF THE AREA. METHODA OF PSAH TOP RAINWATER HARVESTING : VARIOUS METHODS AT WATER NOT US RAINSWATER HARVESTING ARE GIVEN BELOW : 1 SURAGE OF DIRECT USE : I :N THIS MERICAL RAIN WATER COLLECTED FROM THE ROOF OF THE BUILDING AS FROM IS A TATIK I THE ATORAGE TANK HAS TO BE DESIGNED ACCORDING TO THE WATER REQUIR MAINFALL AND AVAILABILITY.  ENGG HYDROLOGY & GROUND WATER MGMT. ILL. EACH DRAIN PIPE SHOULD HAVE MESH FILTER AT MERATH AND FIRST ENGIE SAIVE FOLLOWED BY FILTRATION SYSTEM BEFORE CONCESTING IS THE ANK IS IN ADVISABLE THAT EACH TANK SHOULD HAVE EXCESS WASER - FLOM STREET IV. EXCESS WATER COULD BE DIVERTED IS RECHARGE SYSTEM TATA 4-0 MARAGE TANK CAN BE USED FOR SECONDARY PURPOSES SUCH AS WASHING AND ETC. THIS IS THE MOST COST EFFECTIVE WAY OF RAINWATER TERRESICS 7. THE MAIN ADVANTAGE OF COLLECTING AND USING THE RAINWATER DANCE RAINY SEASON IS NOT ONLY TO SAVE WATER FROM CONVENTIONAL 02 AÚSO TO SAVE ENERGY INCURRED ON TRANSPORTATION AND DISTRIBUTION OF WASE = THE DOORSTEP. VIL THIS ALSO CONSERVES GROUNDWATER, IF IT IS BEING EXTRACTED TO DEMAND WHEN RAINS ARE ON 2 RECHARGING GROUNDWATER AQUIFERS: IL GROUNDWATER AQUIFERS CAN BE RECHARGED BY VARIORS TO ENSURE PERCOLATION OF RAINWATER IN THE GROUND AWAY FROM THE SURFACE. COMMONLY USED RECHARGING METHODA ARE = A RECHARGING OF BORE WELLS. B. RECHARGING OF DUG WELLS. C. RECHARGE PITS. D RECHARGE TRENCHES. E. SOAK WAYS OR RECHARGE SHAFTS F. PERCOLATION TANKS. VERY S FOLLOWING S ARE VERY IMPORTANT THESE S MAY BE ASKED IN YOUR SESSIONALS CS MELL - Q.1. WRITE SHORT NOTES ON = I. WELL CONSTRETO II. WELL COMPLETION. III. WELL DISINFEETION ANE REFER Q 5.2 UNIT-5. Q.2. WHAT IS THE DEVELOPMENT OF TUBE WELLS AND ALSO EXPLAIM TOBE WELL DEVELOPMENT METHODS : REFER Q. 5.3, UNIT-5.  5-34 C GROUNDWATER QUALITY AND 0.1. THE CHEMICAL AND BIOLOGICAL WATER QUALITY FOR VARIOUS PURPONES Q 67. UNIT-5 Q 4. IT ÉNTAIL ABOREST THE REMEDIATION OF CONTAMINATED AUR C 5.6 UMIT-5
